Date,Price
2002-04-23,0.7345
2002-04-24,0.739
2002-04-25,0.733
2002-04-26,0.739
2002-04-29,0.7405
2002-04-30,0.739
2002-05-01,0.729
2002-05-02,0.7355
2002-05-03,0.724
2002-05-06,0.715
2002-05-07,0.726
2002-05-08,0.733
2002-05-09,0.73
2002-05-10,0.7385
2002-05-13,0.7375
2002-05-14,0.745
2002-05-15,0.7475
2002-05-16,0.7385
2002-05-17,0.7285
2002-05-20,0.726
2002-05-21,0.7275
2002-05-22,0.728
2002-05-23,0.736
2002-05-24,0.739
2002-05-28,0.757
2002-05-29,0.751
2002-05-30,0.7545
2002-05-31,0.767
2002-06-03,0.7785
2002-06-04,0.7885
2002-06-05,0.786
2002-06-06,0.7815
2002-06-07,0.7825
2002-06-10,0.7835
2002-06-11,0.768
2002-06-12,0.767
2002-06-13,0.769
2002-06-14,0.768
2002-06-17,0.764
2002-06-18,0.7635
2002-06-19,0.761
2002-06-20,0.755
2002-06-21,0.7465
2002-06-24,0.744
2002-06-25,0.753
2002-06-26,0.7545
2002-06-27,0.76
2002-06-28,0.7745
2002-07-01,0.7745
2002-07-02,0.7625
2002-07-03,0.755
2002-07-08,0.762
2002-07-09,0.7615
2002-07-10,0.7585
2002-07-11,0.751
2002-07-12,0.745
2002-07-15,0.739
2002-07-16,0.7435
2002-07-17,0.7355
2002-07-18,0.7325
2002-07-19,0.719
2002-07-22,0.7055
2002-07-23,0.698
2002-07-24,0.6965
2002-07-25,0.69
2002-07-26,0.6905
2002-07-29,0.6985
2002-07-30,0.6955
2002-07-31,0.684
2002-08-01,0.6875
2002-08-02,0.6845
2002-08-05,0.675
2002-08-06,0.678
2002-08-07,0.674
2002-08-08,0.6775
2002-08-09,0.6805
2002-08-12,0.681
2002-08-13,0.678
2002-08-14,0.672
2002-08-15,0.6845
2002-08-16,0.6775
2002-08-19,0.6765
2002-08-20,0.6845
2002-08-21,0.678
2002-08-22,0.687
2002-08-23,0.6875
2002-08-26,0.6905
2002-08-27,0.6915
2002-08-28,0.6865
2002-08-29,0.6905
2002-08-30,0.6925
2002-09-03,0.6805
2002-09-04,0.679
2002-09-05,0.6735
2002-09-06,0.6795
2002-09-09,0.6945
2002-09-10,0.706
2002-09-11,0.704
2002-09-12,0.702
2002-09-13,0.697
2002-09-16,0.686
2002-09-17,0.6855
2002-09-18,0.675
2002-09-19,0.674
2002-09-20,0.6795
2002-09-23,0.6745
2002-09-24,0.6695
2002-09-25,0.674
2002-09-26,0.676
2002-09-27,0.667
2002-09-30,0.666
2002-10-01,0.6705
2002-10-02,0.676
2002-10-03,0.668
2002-10-04,0.662
2002-10-07,0.665
2002-10-08,0.6645
2002-10-09,0.664
2002-10-10,0.671
2002-10-11,0.6835
2002-10-14,0.671
2002-10-15,0.6765
2002-10-16,0.675
2002-10-17,0.697
2002-10-18,0.6925
2002-10-21,0.7035
2002-10-22,0.6975
2002-10-23,0.6945
2002-10-24,0.703
2002-10-25,0.7145
2002-10-28,0.7135
2002-10-29,0.704
2002-10-30,0.706
2002-10-31,0.7195
2002-11-01,0.7285
2002-11-04,0.731
2002-11-05,0.728
2002-11-06,0.733
2002-11-07,0.718
2002-11-08,0.719
2002-11-11,0.724
2002-11-12,0.724
2002-11-13,0.7205
2002-11-14,0.715
2002-11-15,0.7215
2002-11-18,0.731
2002-11-19,0.73
2002-11-20,0.742
2002-11-21,0.7425
2002-11-22,0.7395
2002-11-25,0.739
2002-11-26,0.732
2002-11-27,0.7525
2002-12-02,0.762
2002-12-03,0.7585
2002-12-04,0.7585
2002-12-05,0.745
2002-12-06,0.746
2002-12-09,0.7355
2002-12-10,0.742
2002-12-11,0.741
2002-12-12,0.738
2002-12-13,0.729
2002-12-16,0.7275
2002-12-17,0.729
2002-12-18,0.722
2002-12-19,0.718
2002-12-20,0.7155
2002-12-23,0.718
2002-12-24,0.7065
2002-12-26,0.7005
2002-12-27,0.704
2002-12-30,0.704
2002-12-31,0.7025
2003-01-02,0.718
2003-01-03,0.7315
2003-01-06,0.739
2003-01-07,0.736
2003-01-08,0.7465
2003-01-09,0.7505
2003-01-10,0.7445
2003-01-13,0.7525
2003-01-14,0.76
2003-01-15,0.765
2003-01-16,0.761
2003-01-17,0.758
2003-01-21,0.769
2003-01-22,0.773
2003-01-23,0.77
2003-01-24,0.7685
2003-01-27,0.76
2003-01-28,0.757
2003-01-29,0.765
2003-01-30,0.7935
2003-01-31,0.7975
2003-02-03,0.792
2003-02-04,0.7825
2003-02-05,0.782
2003-02-06,0.771
2003-02-07,0.7665
2003-02-10,0.7785
2003-02-11,0.7785
2003-02-12,0.774
2003-02-13,0.753
2003-02-14,0.7585
2003-02-18,0.743
2003-02-19,0.749
2003-02-20,0.755
2003-02-21,0.78
2003-02-24,0.789
2003-02-25,0.7825
2003-02-26,0.799
2003-02-27,0.794
2003-02-28,0.781
2003-03-03,0.7925
2003-03-04,0.781
2003-03-05,0.7645
2003-03-06,0.755
2003-03-07,0.7695
2003-03-10,0.756
2003-03-11,0.7655
2003-03-12,0.757
2003-03-13,0.752
2003-03-14,0.7545
2003-03-17,0.7715
2003-03-18,0.7645
2003-03-19,0.7775
2003-03-20,0.768
2003-03-21,0.779
2003-03-24,0.7685
2003-03-25,0.771
2003-03-26,0.7525
2003-03-27,0.7315
2003-03-28,0.73
2003-03-31,0.717
2003-04-01,0.727
2003-04-02,0.721
2003-04-03,0.7135
2003-04-04,0.7205
2003-04-07,0.731
2003-04-08,0.725
2003-04-09,0.7215
2003-04-10,0.717
2003-04-11,0.728
2003-04-14,0.7265
2003-04-15,0.736
2003-04-16,0.736
2003-04-17,0.7395
2003-04-21,0.731
2003-04-22,0.7235
2003-04-23,0.7255
2003-04-24,0.7175
2003-04-25,0.718
2003-04-28,0.717
2003-04-29,0.729
2003-04-30,0.731
2003-05-01,0.7295
2003-05-02,0.719
2003-05-05,0.718
2003-05-06,0.724
2003-05-07,0.735
2003-05-08,0.741
2003-05-09,0.7385
2003-05-12,0.752
2003-05-13,0.7645
2003-05-14,0.761
2003-05-15,0.761
2003-05-16,0.7615
2003-05-19,0.7635
2003-05-20,0.7635
2003-05-21,0.771
2003-05-22,0.768
2003-05-23,0.767
2003-05-27,0.778
2003-05-28,0.77
2003-05-29,0.774
2003-05-30,0.784
2003-06-02,0.7915
2003-06-03,0.785
2003-06-04,0.782
2003-06-05,0.784
2003-06-06,0.785
2003-06-09,0.772
2003-06-10,0.769
2003-06-11,0.7695
2003-06-12,0.776
2003-06-13,0.763
2003-06-16,0.763
2003-06-17,0.783
2003-06-18,0.78
2003-06-19,0.7835
2003-06-20,0.7765
2003-06-23,0.77
2003-06-24,0.771
2003-06-25,0.7615
2003-06-26,0.7545
2003-06-27,0.762
2003-06-30,0.753
2003-07-01,0.751
2003-07-02,0.7615
2003-07-03,0.751
2003-07-07,0.771
2003-07-08,0.7685
2003-07-09,0.781
2003-07-10,0.7815
2003-07-11,0.78
2003-07-14,0.798
2003-07-15,0.794
2003-07-16,0.793
2003-07-17,0.782
2003-07-18,0.787
2003-07-21,0.7765
2003-07-22,0.7725
2003-07-23,0.779
2003-07-24,0.7935
2003-07-25,0.798
2003-07-28,0.8075
2003-07-29,0.806
2003-07-30,0.8025
2003-07-31,0.821
2003-08-01,0.819
2003-08-04,0.81
2003-08-05,0.809
2003-08-06,0.805
2003-08-07,0.816
2003-08-08,0.8025
2003-08-11,0.808
2003-08-12,0.7905
2003-08-13,0.7935
2003-08-14,0.8
2003-08-15,0.793
2003-08-18,0.798
2003-08-19,0.8045
2003-08-20,0.8075
2003-08-21,0.8055
2003-08-22,0.806
2003-08-25,0.8075
2003-08-26,0.797
2003-08-27,0.7955
2003-08-28,0.793
2003-08-29,0.808
2003-09-02,0.815
2003-09-03,0.8295
2003-09-04,0.818
2003-09-05,0.831
2003-09-08,0.828
2003-09-09,0.8175
2003-09-10,0.8075
2003-09-11,0.8265
2003-09-12,0.814
2003-09-15,0.8195
2003-09-16,0.8145
2003-09-17,0.823
2003-09-18,0.8265
2003-09-19,0.8285
2003-09-22,0.829
2003-09-23,0.8235
2003-09-24,0.827
2003-09-25,0.83
2003-09-26,0.819
2003-09-29,0.824
2003-09-30,0.8185
2003-10-01,0.823
2003-10-02,0.8335
2003-10-03,0.837
2003-10-06,0.8375
2003-10-07,0.847
2003-10-08,0.8545
2003-10-09,0.8535
2003-10-10,0.8635
2003-10-13,0.8875
2003-10-14,0.874
2003-10-15,0.898
2003-10-16,0.894
2003-10-17,0.8945
2003-10-20,0.9115
2003-10-21,0.906
2003-10-22,0.9135
2003-10-23,0.9065
2003-10-24,0.893
2003-10-27,0.9075
2003-10-28,0.904
2003-10-29,0.919
2003-10-30,0.9355
2003-10-31,0.941
2003-11-03,0.9355
2003-11-04,0.9595
2003-11-05,0.9585
2003-11-06,0.942
2003-11-07,0.946
2003-11-10,0.9305
2003-11-11,0.947
2003-11-12,0.951
2003-11-13,0.945
2003-11-14,0.954
2003-11-17,0.9205
2003-11-18,0.9345
2003-11-19,0.92
2003-11-20,0.886
2003-11-21,0.897
2003-11-24,0.9075
2003-11-25,0.89
2003-11-26,0.9125
2003-12-01,0.9595
2003-12-02,0.9725
2003-12-03,0.979
2003-12-04,0.965
2003-12-05,0.971
2003-12-08,0.968
2003-12-09,0.979
2003-12-10,0.9795
2003-12-11,0.978
2003-12-12,0.988
2003-12-15,0.9945
2003-12-16,1.0045
2003-12-17,0.997
2003-12-18,1.0155
2003-12-19,1.0245
2003-12-22,1.007
2003-12-23,1.0185
2003-12-24,1.023
2003-12-29,1.0435
2003-12-30,1.043
2003-12-31,1.0455
2004-01-05,1.087
2004-01-06,1.0705
2004-01-07,1.0665
2004-01-08,1.1085
2004-01-09,1.1035
2004-01-12,1.0825
2004-01-13,1.0855
2004-01-14,1.094
2004-01-15,1.084
2004-01-16,1.094
2004-01-20,1.1175
2004-01-21,1.1175
2004-01-22,1.12
2004-01-23,1.1245
2004-01-26,1.1165
2004-01-27,1.114
2004-01-28,1.1325
2004-01-29,1.1195
2004-01-30,1.142
2004-02-02,1.1405
2004-02-03,1.165
2004-02-04,1.171
2004-02-05,1.1705
2004-02-06,1.1765
2004-02-09,1.1825
2004-02-10,1.1745
2004-02-11,1.211
2004-02-12,1.2345
2004-02-13,1.236
2004-02-17,1.293
2004-02-18,1.2945
2004-02-19,1.325
2004-02-20,1.3055
2004-02-23,1.3125
2004-02-24,1.3275
2004-02-25,1.311
2004-02-26,1.354
2004-02-27,1.346
2004-03-01,1.3985
2004-03-02,1.376
2004-03-03,1.3065
2004-03-04,1.3225
2004-03-05,1.343
2004-03-08,1.297
2004-03-09,1.272
2004-03-10,1.287
2004-03-11,1.339
2004-03-12,1.3135
2004-03-15,1.349
2004-03-16,1.366
2004-03-17,1.3505
2004-03-18,1.371
2004-03-19,1.378
2004-03-22,1.353
2004-03-23,1.359
2004-03-24,1.3545
2004-03-25,1.3435
2004-03-26,1.3485
2004-03-29,1.358
2004-03-30,1.3385
2004-03-31,1.358
2004-04-01,1.371
2004-04-02,1.347
2004-04-05,1.3095
2004-04-06,1.318
2004-04-07,1.311
2004-04-08,1.307
2004-04-12,1.29
2004-04-13,1.2825
2004-04-14,1.2965
2004-04-15,1.2905
2004-04-16,1.34
2004-04-19,1.357
2004-04-20,1.311
2004-04-21,1.2295
2004-04-22,1.228
2004-04-23,1.244
2004-04-26,1.2435
2004-04-27,1.2375
2004-04-28,1.1775
2004-04-29,1.1925
2004-04-30,1.2075
2004-05-03,1.2255
2004-05-04,1.2285
2004-05-05,1.242
2004-05-06,1.237
2004-05-07,1.1905
2004-05-10,1.1675
2004-05-11,1.194
2004-05-12,1.1875
2004-05-13,1.179
2004-05-14,1.178
2004-05-17,1.1445
2004-05-18,1.1535
2004-05-19,1.1965
2004-05-20,1.1865
2004-05-21,1.222
2004-05-24,1.234
2004-05-25,1.234
2004-05-26,1.2315
2004-05-27,1.2665
2004-05-28,1.2745
2004-06-01,1.29
2004-06-02,1.2455
2004-06-03,1.2435
2004-06-04,1.229
2004-06-07,1.264
2004-06-08,1.2375
2004-06-09,1.165
2004-06-10,1.174
2004-06-14,1.155
2004-06-15,1.1925
2004-06-16,1.181
2004-06-17,1.2015
2004-06-18,1.1955
2004-06-21,1.198
2004-06-22,1.166
2004-06-23,1.196
2004-06-24,1.2245
2004-06-25,1.2105
2004-06-28,1.2105
2004-06-29,1.175
2004-06-30,1.208
2004-07-01,1.222
2004-07-02,1.22
2004-07-06,1.218
2004-07-07,1.255
2004-07-08,1.251
2004-07-09,1.281
2004-07-12,1.2775
2004-07-13,1.278
2004-07-14,1.277
2004-07-15,1.2875
2004-07-16,1.3105
2004-07-19,1.305
2004-07-20,1.2855
2004-07-21,1.275
2004-07-22,1.287
2004-07-23,1.248
2004-07-26,1.25
2004-07-27,1.221
2004-07-28,1.271
2004-07-29,1.282
2004-07-30,1.298
2004-08-02,1.2915
2004-08-03,1.293
2004-08-04,1.2855
2004-08-05,1.271
2004-08-06,1.272
2004-08-09,1.2385
2004-08-10,1.254
2004-08-11,1.269
2004-08-12,1.264
2004-08-13,1.312
2004-08-16,1.31
2004-08-17,1.303
2004-08-18,1.2685
2004-08-19,1.2895
2004-08-20,1.2665
2004-08-23,1.2415
2004-08-24,1.241
2004-08-25,1.2415
2004-08-26,1.252
2004-08-27,1.261
2004-08-30,1.265
2004-08-31,1.2815
2004-09-01,1.277
2004-09-02,1.248
2004-09-03,1.2395
2004-09-07,1.272
2004-09-08,1.257
2004-09-09,1.2645
2004-09-10,1.2805
2004-09-13,1.285
2004-09-14,1.2795
2004-09-15,1.27
2004-09-16,1.3
2004-09-17,1.301
2004-09-20,1.319
2004-09-21,1.3415
2004-09-22,1.3705
2004-09-23,1.359
2004-09-24,1.3575
2004-09-27,1.379
2004-09-28,1.371
2004-09-29,1.393
2004-09-30,1.396
2004-10-01,1.404
2004-10-04,1.397
2004-10-05,1.4015
2004-10-06,1.423
2004-10-07,1.4275
2004-10-08,1.4695
2004-10-11,1.4685
2004-10-12,1.448
2004-10-13,1.288
2004-10-14,1.2695
2004-10-15,1.309
2004-10-18,1.284
2004-10-19,1.297
2004-10-20,1.3015
2004-10-21,1.3135
2004-10-22,1.3055
2004-10-25,1.2765
2004-10-26,1.2815
2004-10-27,1.288
2004-10-28,1.2485
2004-10-29,1.3325
2004-11-01,1.3025
2004-11-02,1.3155
2004-11-03,1.325
2004-11-04,1.3415
2004-11-05,1.3575
2004-11-08,1.3565
2004-11-09,1.3705
2004-11-10,1.358
2004-11-11,1.3685
2004-11-12,1.3925
2004-11-15,1.3845
2004-11-16,1.362
2004-11-17,1.4
2004-11-18,1.417
2004-11-19,1.424
2004-11-22,1.409
2004-11-23,1.4175
2004-11-24,1.436
2004-11-29,1.4435
2004-11-30,1.439
2004-12-01,1.447
2004-12-02,1.3875
2004-12-03,1.401
2004-12-06,1.394
2004-12-07,1.364
2004-12-08,1.3275
2004-12-09,1.3295
2004-12-10,1.339
2004-12-13,1.369
2004-12-14,1.378
2004-12-15,1.3995
2004-12-16,1.402
2004-12-17,1.4115
2004-12-20,1.4325
2004-12-21,1.4575
2004-12-22,1.4245
2004-12-23,1.4375
2004-12-27,1.4565
2004-12-28,1.472
2004-12-29,1.445
2004-12-30,1.4525
2005-01-03,1.4735
2005-01-04,1.343
2005-01-05,1.375
2005-01-06,1.375
2005-01-07,1.37
2005-01-10,1.3695
2005-01-11,1.397
2005-01-12,1.404
2005-01-13,1.381
2005-01-14,1.399
2005-01-18,1.4015
2005-01-19,1.4095
2005-01-20,1.415
2005-01-21,1.4345
2005-01-24,1.43
2005-01-25,1.429
2005-01-26,1.4355
2005-01-27,1.427
2005-01-28,1.423
2005-01-31,1.421
2005-02-01,1.4055
2005-02-02,1.3845
2005-02-03,1.3805
2005-02-04,1.3685
2005-02-07,1.382
2005-02-08,1.383
2005-02-09,1.382
2005-02-10,1.42
2005-02-11,1.4175
2005-02-14,1.4345
2005-02-15,1.453
2005-02-16,1.4445
2005-02-17,1.49
2005-02-18,1.4905
2005-02-22,1.491
2005-02-23,1.498
2005-02-24,1.484
2005-02-25,1.486
2005-02-28,1.4985
2005-03-01,1.4645
2005-03-02,1.477
2005-03-03,1.476
2005-03-04,1.494
2005-03-07,1.4965
2005-03-08,1.4995
2005-03-09,1.5035
2005-03-10,1.496
2005-03-11,1.479
2005-03-14,1.4705
2005-03-15,1.4905
2005-03-16,1.506
2005-03-17,1.5045
2005-03-18,1.507
2005-03-21,1.489
2005-03-22,1.4975
2005-03-23,1.4445
2005-03-24,1.4535
2005-03-28,1.4545
2005-03-29,1.4705
2005-03-30,1.487
2005-03-31,1.497
2005-04-01,1.4805
2005-04-04,1.491
2005-04-05,1.4805
2005-04-06,1.504
2005-04-07,1.503
2005-04-08,1.504
2005-04-11,1.5205
2005-04-12,1.492
2005-04-13,1.4575
2005-04-14,1.4275
2005-04-15,1.444
2005-04-18,1.444
2005-04-19,1.4705
2005-04-20,1.5075
2005-04-21,1.4825
2005-04-22,1.487
2005-04-25,1.488
2005-04-26,1.465
2005-04-27,1.4545
2005-04-28,1.444
2005-04-29,1.464
2005-05-02,1.455
2005-05-03,1.4435
2005-05-04,1.429
2005-05-05,1.43
2005-05-06,1.441
2005-05-09,1.4465
2005-05-10,1.457
2005-05-11,1.4425
2005-05-12,1.376
2005-05-13,1.3525
2005-05-16,1.346
2005-05-17,1.3485
2005-05-18,1.376
2005-05-19,1.363
2005-05-20,1.375
2005-05-23,1.3885
2005-05-24,1.405
2005-05-25,1.4195
2005-05-26,1.4495
2005-05-27,1.4165
2005-05-31,1.4225
2005-06-01,1.4495
2005-06-02,1.4835
2005-06-03,1.5225
2005-06-06,1.529
2005-06-07,1.516
2005-06-08,1.519
2005-06-09,1.517
2005-06-10,1.5335
2005-06-13,1.517
2005-06-14,1.508
2005-06-15,1.5285
2005-06-16,1.549
2005-06-17,1.582
2005-06-20,1.5715
2005-06-21,1.5805
2005-06-22,1.5685
2005-06-23,1.56
2005-06-24,1.5805
2005-06-27,1.587
2005-06-28,1.578
2005-06-29,1.562
2005-06-30,1.51
2005-07-01,1.4735
2005-07-05,1.509
2005-07-06,1.53
2005-07-07,1.5355
2005-07-08,1.556
2005-07-11,1.561
2005-07-12,1.539
2005-07-13,1.5495
2005-07-14,1.547
2005-07-15,1.562
2005-07-18,1.5665
2005-07-19,1.5865
2005-07-20,1.5915
2005-07-21,1.57
2005-07-22,1.6035
2005-07-25,1.618
2005-07-26,1.606
2005-07-27,1.627
2005-07-28,1.623
2005-07-29,1.6225
2005-08-01,1.642
2005-08-02,1.6415
2005-08-03,1.6505
2005-08-04,1.6335
2005-08-05,1.631
2005-08-08,1.6285
2005-08-09,1.5925
2005-08-10,1.6185
2005-08-11,1.629
2005-08-12,1.6545
2005-08-15,1.685
2005-08-16,1.6925
2005-08-17,1.639
2005-08-18,1.6415
2005-08-19,1.6405
2005-08-22,1.672
2005-08-23,1.678
2005-08-24,1.656
2005-08-25,1.639
2005-08-26,1.683
2005-08-29,1.6635
2005-08-30,1.668
2005-08-31,1.668
2005-09-01,1.674
2005-09-02,1.7
2005-09-06,1.6865
2005-09-07,1.673
2005-09-08,1.6445
2005-09-09,1.626
2005-09-12,1.671
2005-09-13,1.6525
2005-09-14,1.637
2005-09-15,1.6315
2005-09-16,1.622
2005-09-19,1.6855
2005-09-20,1.696
2005-09-21,1.7365
2005-09-22,1.742
2005-09-23,1.7305
2005-09-26,1.7705
2005-09-27,1.762
2005-09-28,1.783
2005-09-29,1.7395
2005-09-30,1.7275
2005-10-03,1.759
2005-10-04,1.766
2005-10-05,1.7865
2005-10-06,1.783
2005-10-07,1.8085
2005-10-10,1.806
2005-10-11,1.835
2005-10-12,1.7935
2005-10-13,1.765
2005-10-14,1.7565
2005-10-17,1.821
2005-10-18,1.8255
2005-10-19,1.806
2005-10-20,1.793
2005-10-21,1.793
2005-10-24,1.7845
2005-10-25,1.8245
2005-10-26,1.818
2005-10-27,1.804
2005-10-28,1.802
2005-10-31,1.792
2005-11-01,1.799
2005-11-02,1.8125
2005-11-03,1.81
2005-11-04,1.829
2005-11-07,1.8315
2005-11-08,1.822
2005-11-09,1.8155
2005-11-10,1.855
2005-11-11,1.89
2005-11-14,1.9005
2005-11-15,1.919
2005-11-16,1.922
2005-11-17,1.931
2005-11-18,1.964
2005-11-21,1.961
2005-11-22,1.8995
2005-11-23,1.929
2005-11-28,1.983
2005-11-29,1.95
2005-11-30,1.9655
2005-12-01,2.0395
2005-12-02,2.021
2005-12-05,2.0455
2005-12-06,2.022
2005-12-07,2.0715
2005-12-08,2.067
2005-12-09,2.07
2005-12-12,2.026
2005-12-13,2.0665
2005-12-14,2.0095
2005-12-15,2.041
2005-12-16,2.0695
2005-12-19,2.054
2005-12-20,2.062
2005-12-21,2.06
2005-12-22,2.071
2005-12-23,2.1045
2005-12-27,2.1275
2005-12-28,2.129
2005-12-29,2.0455
2005-12-30,2.042
2006-01-03,2.0485
2006-01-04,2.0975
2006-01-05,2.0605
2006-01-06,2.086
2006-01-09,2.097
2006-01-10,2.107
2006-01-11,2.095
2006-01-12,2.0875
2006-01-13,2.1125
2006-01-17,2.111
2006-01-18,2.12
2006-01-19,2.111
2006-01-20,2.09
2006-01-23,2.1195
2006-01-24,2.1525
2006-01-25,2.2035
2006-01-26,2.2015
2006-01-27,2.233
2006-01-30,2.2165
2006-01-31,2.2155
2006-02-01,2.238
2006-02-02,2.2955
2006-02-03,2.2955
2006-02-06,2.319
2006-02-07,2.2685
2006-02-08,2.264
2006-02-09,2.294
2006-02-10,2.2145
2006-02-13,2.226
2006-02-14,2.2565
2006-02-15,2.178
2006-02-16,2.2115
2006-02-17,2.1935
2006-02-21,2.2685
2006-02-22,2.2625
2006-02-23,2.2045
2006-02-24,2.2105
2006-02-27,2.1305
2006-02-28,2.1785
2006-03-01,2.2355
2006-03-02,2.2675
2006-03-03,2.264
2006-03-06,2.1965
2006-03-07,2.177
2006-03-08,2.1635
2006-03-09,2.1955
2006-03-10,2.21
2006-03-13,2.2455
2006-03-14,2.254
2006-03-15,2.2505
2006-03-16,2.2655
2006-03-17,2.36
2006-03-20,2.334
2006-03-21,2.324
2006-03-22,2.339
2006-03-23,2.398
2006-03-24,2.3945
2006-03-27,2.43
2006-03-28,2.4285
2006-03-29,2.4385
2006-03-30,2.4785
2006-03-31,2.459
2006-04-03,2.5435
2006-04-04,2.5315
2006-04-05,2.593
2006-04-06,2.644
2006-04-07,2.639
2006-04-10,2.708
2006-04-11,2.7205
2006-04-12,2.7695
2006-04-13,2.8115
2006-04-17,2.893
2006-04-18,2.964
2006-04-19,2.9495
2006-04-20,2.9515
2006-04-21,3.133
2006-04-24,3.104
2006-04-25,3.3025
2006-04-26,3.361
2006-04-27,3.181
2006-04-28,3.2205
2006-05-01,3.3205
2006-05-02,3.2765
2006-05-03,3.305
2006-05-04,3.4795
2006-05-05,3.4935
2006-05-08,3.5015
2006-05-09,3.596
2006-05-10,3.688
2006-05-11,3.923
2006-05-12,3.864
2006-05-15,3.7465
2006-05-16,3.842
2006-05-17,3.6715
2006-05-18,3.711
2006-05-19,3.469
2006-05-22,3.4615
2006-05-23,3.8855
2006-05-24,3.639
2006-05-25,3.7075
2006-05-26,3.815
2006-05-30,3.656
2006-05-31,3.6065
2006-06-01,3.454
2006-06-02,3.5695
2006-06-05,3.586
2006-06-06,3.4675
2006-06-07,3.567
2006-06-08,3.342
2006-06-09,3.2525
2006-06-12,3.2135
2006-06-13,2.9895
2006-06-14,3.021
2006-06-15,3.175
2006-06-16,3.2615
2006-06-19,3.1265
2006-06-20,3.134
2006-06-21,3.155
2006-06-22,3.0965
2006-06-23,3.2035
2006-06-26,3.283
2006-06-27,3.133
2006-06-28,3.242
2006-06-29,3.321
2006-06-30,3.355
2006-07-03,3.355
2006-07-05,3.404
2006-07-06,3.617
2006-07-07,3.5475
2006-07-10,3.5825
2006-07-11,3.635
2006-07-12,3.665
2006-07-13,3.6765
2006-07-14,3.7125
2006-07-17,3.5995
2006-07-18,3.5745
2006-07-19,3.5935
2006-07-20,3.4095
2006-07-21,3.323
2006-07-24,3.382
2006-07-25,3.461
2006-07-26,3.4495
2006-07-27,3.4785
2006-07-28,3.5275
2006-07-31,3.55
2006-08-01,3.573
2006-08-02,3.572
2006-08-03,3.4705
2006-08-04,3.6145
2006-08-07,3.5945
2006-08-08,3.5875
2006-08-09,3.692
2006-08-10,3.61
2006-08-11,3.4605
2006-08-14,3.527
2006-08-15,3.5165
2006-08-16,3.455
2006-08-17,3.3425
2006-08-18,3.4245
2006-08-21,3.5145
2006-08-22,3.493
2006-08-23,3.469
2006-08-24,3.4285
2006-08-25,3.4425
2006-08-28,3.457
2006-08-29,3.389
2006-08-30,3.3575
2006-08-31,3.461
2006-09-01,3.469
2006-09-05,3.6345
2006-09-06,3.6865
2006-09-07,3.656
2006-09-08,3.5735
2006-09-11,3.4275
2006-09-12,3.383
2006-09-13,3.39
2006-09-14,3.378
2006-09-15,3.3135
2006-09-18,3.416
2006-09-19,3.3765
2006-09-20,3.374
2006-09-21,3.4285
2006-09-22,3.4435
2006-09-25,3.45
2006-09-26,3.4685
2006-09-27,3.4855
2006-09-28,3.428
2006-09-29,3.4605
2006-10-02,3.4295
2006-10-03,3.2825
2006-10-04,3.2055
2006-10-05,3.3
2006-10-06,3.3885
2006-10-09,3.413
2006-10-10,3.378
2006-10-11,3.41
2006-10-12,3.3865
2006-10-13,3.4135
2006-10-16,3.581
2006-10-17,3.496
2006-10-18,3.496
2006-10-19,3.5095
2006-10-20,3.462
2006-10-23,3.451
2006-10-24,3.418
2006-10-25,3.4045
2006-10-26,3.4
2006-10-27,3.405
2006-10-30,3.3605
2006-10-31,3.349
2006-11-01,3.2435
2006-11-02,3.2985
2006-11-03,3.3275
2006-11-06,3.342
2006-11-07,3.3725
2006-11-08,3.254
2006-11-09,3.319
2006-11-10,3.1
2006-11-13,3.0885
2006-11-14,3.1
2006-11-15,3.105
2006-11-16,3.054
2006-11-17,3.071
2006-11-20,3.0565
2006-11-21,3.1295
2006-11-22,3.122
2006-11-23,3.141
2006-11-24,3.122
2006-11-27,3.1995
2006-11-28,3.1505
2006-11-29,3.1485
2006-11-30,3.189
2006-12-01,3.1655
2006-12-04,3.1695
2006-12-05,3.2425
2006-12-06,3.1565
2006-12-07,3.107
2006-12-08,3.117
2006-12-11,3.131
2006-12-12,3.0945
2006-12-13,3.033
2006-12-14,3.0575
2006-12-15,3.0165
2006-12-18,3.0295
2006-12-19,3.0175
2006-12-20,2.9575
2006-12-21,2.8805
2006-12-22,2.854
2006-12-26,2.873
2006-12-27,2.9045
2006-12-28,2.895
2006-12-29,2.871
2007-01-02,2.871
2007-01-03,2.649
2007-01-04,2.602
2007-01-05,2.535
2007-01-08,2.528
2007-01-09,2.556
2007-01-10,2.664
2007-01-11,2.659
2007-01-12,2.603
2007-01-16,2.5775
2007-01-17,2.5695
2007-01-18,2.492
2007-01-19,2.517
2007-01-22,2.5295
2007-01-23,2.5795
2007-01-24,2.6015
2007-01-25,2.6545
2007-01-26,2.637
2007-01-29,2.542
2007-01-30,2.5705
2007-01-31,2.6015
2007-02-01,2.5395
2007-02-02,2.432
2007-02-05,2.4235
2007-02-06,2.502
2007-02-07,2.462
2007-02-08,2.459
2007-02-09,2.5275
2007-02-12,2.489
2007-02-13,2.595
2007-02-14,2.587
2007-02-15,2.6745
2007-02-16,2.6545
2007-02-20,2.5955
2007-02-21,2.6625
2007-02-22,2.774
2007-02-23,2.849
2007-02-26,2.8665
2007-02-27,2.825
2007-02-28,2.752
2007-03-01,2.7545
2007-03-02,2.707
2007-03-05,2.6705
2007-03-06,2.7135
2007-03-07,2.782
2007-03-08,2.8335
